-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
0.00534326 -0.002847 0.71105 -0.703115
0.176256 0.0043715 0.742272 -0.646488
-0.015369 0.0138987 0.738228 -0.674233
0.194448 0.0310488 0.763832 -0.614643
-0.043948 0.139775 0.761929 -0.630869
0.229224 0.0485662 0.777221 -0.583974
0.222336 0.040929 0.786841 -0.574258
0.237557 0.0181198 0.794929 -0.557966
0.269313 0.0631456 0.791512 -0.54497
0.241046 0.030412 0.806407 -0.539148
-0.0720537 0.166111 0.796777 -0.576508
-0.0632311 0.171294 0.801112 -0.569982
0.29683 0.094457 0.801872 -0.509873
-0.0576493 0.158886 0.812888 -0.557355
-0.0445586 0.148014 0.820674 -0.550091
-0.0477792 0.151369 0.823957 -0.543967
-0.0615757 0.158711 0.825611 -0.537946
-0.0644952 0.151412 0.830788 -0.531701
-0.0687025 0.139902 0.835186 -0.52742
-0.0810013 0.137479 0.838416 -0.52115
-0.0973859 0.131651 0.840267 -0.516851
-0.117165 0.137515 0.841308 -0.509473
-0.120954 0.126499 0.844217 -0.506621
-0.129142 0.129688 0.841266 -0.5087
0.279366 0.145361 0.82815 -0.463673
0.253507 0.146411 0.834599 -0.466628
0.140833 0.185222 0.835004 -0.498625
0.230955 0.159627 0.830312 -0.481415
-0.0567723 0.219083 0.823227 -0.52065
0.0238589 0.0244454 0.856183 -0.515542
0.0278877 -0.0207977 0.856388 -0.515159
0.0311389 -0.0044037 0.854925 -0.517798
0.0231796 -0.0373893 0.854662 -0.517317
0.0134131 -0.0346483 0.853886 -0.519132
0.0196811 -0.050487 0.860959 -0.50578
0.0205501 -0.0984554 0.851995 -0.513798
-0.00674567 -0.0392231 0.853239 -0.519999
-0.000839256 -0.0809533 0.851947 -0.517331
0.00106477 -0.0618162 0.852485 -0.519083
-0.00115046 -0.0211965 0.720218 -0.693423
-0.00115046 -0.0211965 0.720218 -0.693423
-0.00658824 -0.0802235 0.849754 -0.520998
-0.0109396 -0.0788093 0.848797 -0.522698
0.0568202 -0.153834 0.716505 -0.678032
0.0568202 -0.153834 0.716505 -0.678032
-0.0103386 -0.0565905 0.85029 -0.523161
-0.00763318 -0.0676876 0.849559 -0.523078
0.16438 0.119223 0.717871 -0.665902
-0.00557633 -0.0632511 0.847716 -0.526636
-0.0178943 -0.0795987 0.845249 -0.528107
-0.00854439 -0.0719785 0.845919 -0.528362
-0.114055 0.148073 0.825072 -0.533219
-0.00644139 -0.123674 0.842325 -0.524549
-0.0120692 -0.19846 0.831134 -0.519312
0.00462885 -0.133014 0.841413 -0.523746
0.0112819 -0.135272 0.84068 -0.524243
0.00777457 -0.139765 0.839169 -0.525548
0.0131022 -0.110046 0.842532 -0.527123
0.0107655 -0.134689 0.838307 -0.528189
0.0160444 -0.146982 0.835061 -0.529918
-0.0832398 0.11816 0.831707 -0.536072
0.00961333 -0.11959 0.834434 -0.53789
0.0155406 -0.124417 0.8301 -0.543335
0.0144402 -0.143744 0.825149 -0.54613
0.0187346 -0.126628 0.823938 -0.552033
0.0330124 0.050454 0.827946 -0.557558
0.0073268 -0.162056 0.814305 -0.557307
0.0120437 -0.16504 0.809677 -0.563063
0.0142101 -0.15168 0.808311 -0.568705
0.00628827 -0.163835 0.804015 -0.571558
-0.01366 0.0534682 0.812276 -0.580656
0.00924883 -0.19005 0.791592 -0.58067
0.0109607 -0.201081 0.784434 -0.586609
0.0145054 -0.211368 0.777007 -0.592768
0.0162467 -0.202067 0.771867 -0.602599
0.0094307 -0.204582 0.763887 -0.611992
0.213598 0.0115721 0.621328 0.753786
-0.113614 0.109977 0.753466 -0.63819
0.0110152 -0.218764 0.731738 -0.645431
0.0230458 -0.21918 0.718271 -0.659936
0.0302225 -0.229682 0.705445 -0.669836
0.0411393 -0.217672 0.693173 -0.685884
-0.0320422 0.210168 -0.681434 0.700322
-0.037688 0.213999 -0.663751 0.715695
0.0208354 -0.135408 -0.665878 0.733374
0.0558788 -0.107611 -0.650911 0.749408
0.0637661 -0.105404 -0.634532 0.763016
-0.0356215 0.193685 -0.59989 0.775467
0.125703 -0.0642102 -0.601993 0.785927
0.0505025 -0.0678236 -0.58737 0.804888
-0.0122143 0.14664 -0.559712 0.815518
-0.0247593 0.143121 -0.548287 0.82358
-0.0264618 -0.0155923 -0.701057 0.712443
-0.0634382 -0.104606 -0.524867 0.842347
-0.0329837 -0.069053 -0.512637 0.855188
0.0266572 0.0704638 -0.50013 0.862667
0.000959595 0.0688679 -0.488502 0.86984
-0.107805 0.204197 -0.464669 0.854847
0.258082 0.224376 -0.533485 0.773591
0.275836 0.000802618 -0.463097 0.842292
0.227386 0.0899056 -0.568138 0.785768
-0.0366998 0.0879121 -0.457661 0.884008
-0.0245404 0.0778097 -0.458232 0.88508
0.0498644 -0.0125969 -0.460267 0.88629
0.161705 0.0565468 -0.45851 0.872022
-0.0821934 -0.00307656 -0.520757 0.849734
0.227707 0.110438 -0.54109 0.801981
-0.0757174 0.157287 -0.451511 0.875023
0.0421826 -0.0857631 0.867985 0.487306
0.0626983 0.182206 -0.521682 0.831095
-0.11687 -0.00313755 -0.540225 0.83336
-0.115728 0.151444 -0.486858 0.852432
-0.0839936 0.122961 -0.50365 0.850977
-0.123302 0.0910792 -0.519249 0.840762
-0.0570268 -0.0824293 -0.528821 0.842794
-0.0961134 -0.0239225 -0.540255 0.835652
0.149727 -0.1319 -0.516897 0.832467
-0.16909 -0.17812 -0.55685 0.793473
0.186544 -0.173673 -0.515766 0.817939
0.200727 -0.184673 -0.517058 0.811329
0.185998 -0.185697 -0.523648 0.810379
0.216294 -0.194632 -0.521596 0.802043
0.225918 -0.194097 -0.525946 0.796661
-0.0406713 -0.184034 -0.587843 0.786714
0.26229 -0.213499 -0.524435 0.781402
-0.0351113 -0.140046 -0.60216 0.785212
0.253471 -0.220742 -0.540235 0.771474
0.273089 -0.235332 -0.545901 0.756328
0.283295 -0.23079 -0.549281 0.751512
0.290229 -0.246535 -0.568238 0.729447
-0.0594224 -0.0474526 -0.661536 0.746048
-0.092389 0.0325921 -0.693997 0.713281
-0.0793643 -0.0309628 -0.685289 0.723272
0.352278 -0.288341 -0.590661 0.666243
0.371116 -0.293697 -0.594199 0.650341
0.102304 0.0254664 0.725517 -0.680081
0.38921 -0.313459 -0.604873 0.61999
0.405441 -0.312027 -0.605945 0.60917
-0.416095 0.322864 0.608603 -0.593486
-0.42866 0.323274 0.612393 -0.580276
-0.439949 0.325229 0.611748 -0.571345
0.125065 0.0119711 0.770946 -0.624386
0.11994 -0.0478382 0.766906 -0.628634
0.140893 -0.036109 0.768384 -0.623243
-0.419686 0.334118 0.631438 -0.559924
-0.402622 0.326672 0.637748 -0.569613
-0.401296 0.320996 0.633798 -0.57812
-0.389099 0.321129 0.628653 -0.591839
-0.389111 0.316945 0.620143 -0.60296
0.249342 -0.145772 0.705841 -0.646814
0.253207 -0.155066 0.694446 -0.655428
0.253714 -0.156938 0.689475 -0.660018
0.245987 -0.148715 0.686278 -0.668129
0.236891 -0.15152 0.686601 -0.67045
0.218613 -0.137921 0.68967 -0.676418
0.342588 -0.316139 -0.609049 0.641677
0.193055 -0.138484 0.699289 -0.674201
0.324619 -0.317228 -0.624531 0.635571
0.166301 -0.105642 0.712539 -0.673403
0.156503 -0.10937 0.714374 -0.673212
0.306654 -0.300665 -0.638251 0.638905
0.132192 -0.079028 0.720533 -0.6761
0.125041 -0.083069 0.7215 -0.675945
-0.270239 0.268833 0.657644 -0.649772
-0.279442 0.271011 0.653547 -0.649109
0.088471 -0.0434338 0.724291 -0.682414
0.0900084 -0.0407322 0.72412 -0.682561
0.271154 -0.247761 -0.657655 0.657709
0.0650328 -0.0105686 0.725058 -0.685528
0.0595975 -0.0236689 0.725092 -0.68566
0.0467636 -0.0102529 0.730068 -0.681696
0.0336776 -0.0145922 0.732751 -0.679506
0.0442698 -0.046157 0.734788 -0.675275
0.046994 -0.0629016 0.737127 -0.671178
0.0540024 -0.0761538 0.739476 -0.666678
0.061384 -0.0603329 0.746477 -0.659821
0.0551478 -0.0638044 0.74877 -0.657443
0.0668415 -0.077986 0.753167 -0.649761
0.0577544 -0.0552641 0.755444 -0.650319
0.0538414 -0.0554093 0.757952 -0.647719
0.0607421 -0.0605712 0.757528 -0.647142
0.0504699 -0.0641413 0.759016 -0.645937
0.0289012 -0.0453282 0.755502 -0.652937
0.0209072 -0.0811123 0.754156 -0.651332
-0.00778258 -0.0486018 0.74819 -0.661656
-0.0260306 -0.0686989 0.739209 -0.669457
0.0192741 -0.0474898 0.725012 -0.686827
-0.0861569 -0.0379445 0.709201 -0.698692
0.0842988 0.0187951 -0.697526 0.711335
0.109191 0.0161924 -0.681612 0.72334
-0.0844654 -0.00917865 -0.66382 0.743051
0.155707 -0.00549593 -0.653174 0.741005
0.12303 0.0233408 -0.642601 0.755898
0.106234 0.0307267 -0.629339 0.769222
0.105878 -0.0587543 -0.617693 0.777041
0.160106 -0.0114968 -0.594789 0.787693
0.0948172 0.0153391 -0.590022 0.801654
0.124893 0.000521438 -0.572948 0.81002
0.10151 -0.00630191 -0.56021 0.822083
0.0714118 0.0126023 -0.549226 0.832521
0.00923286 0.0295441 -0.542273 0.839632
0.0546334 0.0135785 -0.524553 0.849515
0.0946785 0.00622982 -0.510337 0.854724
-0.100421 0.0831948 -0.503424 0.854142
-0.0332019 0.0338125 -0.490022 0.870421
-0.0418823 0.0209159 -0.475678 0.878373
-0.0519925 0.0525719 -0.464483 0.88249
-0.0222327 -0.0728836 -0.44869 0.890433
0.0500506 -0.307074 0.896491 0.315444
-0.0582145 -0.0158707 -0.423084 0.904079
0.000476215 -0.0197017 -0.407661 0.912921
-0.0229376 0.00902622 -0.393121 0.919156
0.18119 0.0163945 -0.41855 0.889785
-0.0480528 0.0183532 -0.362817 0.930439
-0.0519895 0.783609 0.614785 0.0727531
-0.0596021 0.0374753 -0.314261 0.946722
-0.140204 0.146848 -0.295122 0.933639
0.119137 0.0581141 -0.280788 0.950572
-0.0518623 0.019928 -0.263872 0.962956
0.0171818 -0.038594 -0.341955 0.938766
-0.0285865 -0.128459 -0.195608 0.971812
0.123777 0.0554844 -0.220838 0.965832
-0.060608 0.0505096 -0.207721 0.975001
-0.0347091 -0.0139658 -0.201342 0.978806
-0.11817 0.019676 -0.433239 0.893282
0.129608 0.0748346 -0.183521 0.971556
0.103108 0.0710349 -0.186004 0.974539
-0.056804 0.0178157 -0.177521 0.982315
-0.0360633 -0.000684416 -0.184474 0.982175
0.273297 -0.203171 -0.119479 0.932607
0.134603 0.0651745 -0.190195 0.970289
-0.096496 0.0263983 -0.186735 0.977303
0.148494 0.0316191 -0.188646 0.970238
-0.248898 0.173426 -0.187787 0.934189
-0.109005 0.033156 -0.202266 0.97268
0.122838 0.0144386 -0.208824 0.970101
-0.0350436 -0.0328028 -0.218006 0.974766
0.157834 0.0396913 -0.218455 0.96218
0.104818 0.0386408 -0.22619 0.967656
0.0703212 -0.0106981 -0.232675 0.96995
-0.0751781 -0.00683356 -0.242058 0.967321
-0.0940554 0.0310376 -0.254731 0.961926
-0.0767943 -0.0220664 -0.2664 0.960545
-0.0387209 -0.177342 -0.26974 0.94567
-0.155375 0.0566459 -0.235018 0.957818
0.161143 0.0288857 -0.287782 0.943599
0.178552 0.0158203 -0.292494 0.939317
0.315223 -0.351134 -0.349464 0.809453
0.195222 0.0268607 -0.311083 0.929728
0.276354 -0.0535737 -0.331822 0.900362
0.173416 0.023907 -0.347485 0.9212
0.195487 0.0229009 -0.366154 0.909501
0.163035 0.0185856 -0.401683 0.900958
0.191226 0.0218469 -0.433224 0.880496
-0.0960644 0.0406316 -0.473694 0.874491
-0.145262 -0.154599 -0.497603 0.841064
-0.00400372 -0.00139816 -0.274146 0.961679
0.155679 0.0039164 -0.569578 0.80705
0.120868 0.0105693 -0.602137 0.78912
0.113651 0.0186088 -0.63556 0.763414
0.0739615 0.0419291 -0.668768 0.738594
-0.00380863 0.0145376 -0.693744 0.720065
-0.0384566 -0.151617 0.710843 -0.685738
-0.0764658 0.074471 0.719995 -0.685722
-0.0713078 -0.188682 0.743535 -0.637551
-0.070807 -0.250964 0.75276 -0.604447
-0.0702305 -0.269452 0.765829 -0.579628
-0.0866837 -0.293833 0.775705 -0.551752
-0.0499891 0.142736 0.754371 -0.63879
0.0658974 0.278192 0.807438 -0.516052
-0.0877838 -0.258066 0.834702 -0.478507
-0.111996 -0.295154 0.824152 -0.470229
-0.0989868 -0.283339 0.842059 -0.44817
-0.098412 -0.28567 0.84528 -0.440693
-0.0964398 -0.286425 0.851248 -0.428995
0.156887 0.298905 0.844205 -0.416365
-0.0891237 -0.281658 0.865783 -0.403913
-0.119101 -0.198156 0.890337 -0.392237
-0.0886412 -0.268266 0.883366 -0.373952
0.144419 0.291406 0.877332 -0.352866
-0.0835447 -0.264624 0.898591 -0.339894
-0.0900715 -0.267551 0.903298 -0.323041
-0.0901591 -0.246113 0.915785 -0.304363
-0.0809399 -0.236031 0.924502 -0.288155
-0.0836024 -0.241632 0.928206 -0.270292
-0.0823631 -0.228292 0.933838 -0.262764
-0.000170359 -0.0304024 0.890587 -0.453796
-0.0821055 -0.215363 0.941351 -0.246445
-0.0771622 -0.214507 0.940816 -0.250796
-0.0683133 -0.221481 0.936527 -0.263051
-0.060182 -0.211707 0.934014 -0.281383
-0.0359165 -0.180758 0.932086 -0.311854
-0.0582583 -0.175472 0.922274 -0.33945
0.147149 0.281518 0.873838 -0.368106
-0.0470518 0.131866 0.899527 -0.413822
-0.0884263 0.120879 0.881341 -0.448115
-0.00716954 -0.047653 0.871834 -0.487425
-0.136087 0.185962 0.822755 -0.519589
0.111957 0.0259115 0.823096 -0.556154
0.0540581 -0.025887 0.798515 -0.598983
0.117357 -0.0576715 0.769858 -0.624676
-0.254142 0.293121 0.614347 0.687074
-0.170132 0.0583997 0.705149 -0.685864
0.180794 -0.0632151 -0.677705 0.709953
0.190154 -0.0670757 -0.649527 0.733115
0.188016 -0.0682217 -0.619974 0.758701
-0.158235 0.0738066 -0.593107 0.785963
-0.188084 0.0954316 -0.564905 0.797746
-0.199797 0.130676 -0.529227 0.814201
0.2448 -0.0909342 -0.494326 0.829124
0.260957 -0.0639223 -0.508335 0.818175
-0.26359 0.0228416 -0.443257 0.856459
-0.273379 0.165023 -0.398495 0.859787
-0.284925 0.191503 -0.370297 0.863148
-0.294823 0.217831 -0.345512 0.863858
-0.30972 0.23909 -0.320368 0.862713
-0.310668 0.265091 -0.295451 0.863667
-0.320309 0.277569 -0.272489 0.863775
-0.318278 0.310724 -0.258852 0.857406
-0.319068 0.338 -0.244154 0.851082
0.292641 -0.322022 -0.256451 0.863073
-0.310025 0.390684 -0.228071 0.836202
-0.301335 0.411586 -0.215888 0.832578
-0.291778 0.422332 -0.210499 0.831981
-0.276926 0.440681 -0.206485 0.828539
0.237041 -0.455878 -0.20593 0.832815
-0.257519 0.459891 -0.204565 0.824826
0.238461 -0.472465 -0.195102 0.825741
0.219511 -0.480164 -0.191904 0.827303
0.219511 -0.480164 -0.191904 0.827303
0.210705 -0.479274 -0.191254 0.830254
-0.23523 0.477202 -0.191544 0.824776
-0.230971 0.477267 -0.194523 0.825245
0.190667 -0.477593 -0.199334 0.834156
-0.205782 0.466583 -0.207758 0.83474
0.464632 0.197551 0.837864 0.207542
-0.255072 0.522844 -0.260909 0.770388
-0.17368 0.458434 -0.222129 0.842812
0.0276237 0.56093 -0.304225 0.769443
-0.125121 0.457586 -0.238488 0.847398
0.0101984 -0.00361618 -0.284714 0.958552
-0.101283 0.4408 -0.265051 0.851578
-0.0971916 0.426911 -0.279804 0.854406
0.0412472 -0.448713 -0.300675 0.840565
-0.453838 -0.41337 0.762129 0.205707
0.024388 -0.425747 -0.341852 0.837426
0.010482 -0.410267 -0.372758 0.832239
-0.0476375 0.34828 -0.403159 0.844923
0.000556598 -0.358598 -0.434408 0.826254
-0.0437874 0.29888 -0.458659 0.835694
-0.041198 0.2813 -0.478474 0.830804
-0.0377025 0.238966 -0.503674 0.829329
-0.0442233 0.223596 -0.512539 0.82786
-0.0401357 0.190145 -0.528825 0.826183
-0.012432 -0.229456 -0.536736 0.811856
-0.0319335 -0.2331 -0.546056 0.804032
0.0501195 -0.145519 -0.562716 0.812196
0.0194737 0.108273 -0.570449 0.813932
0.0272115 0.0704838 -0.585123 0.807417
0.0491419 -0.128306 -0.593135 0.793293
0.0544411 -0.134014 -0.602135 0.785181
0.0676697 0.0703589 -0.612854 0.784143
0.076022 0.0888292 -0.619174 0.776501
0.0765365 0.0760696 -0.625295 0.772892
0.114388 0.0581432 -0.633209 0.76327
0.126727 -0.0459451 -0.641149 0.755485
0.136514 0.0499574 -0.64954 0.746301
0.00599532 -0.0164302 -0.674085 0.738446
-0.00303991 0.0140161 0.719141 -0.694716
0.190093 -0.0196139 -0.670432 0.716938
-0.00022924 -0.00499809 -0.700511 0.713624
0.212655 -0.0103199 -0.67881 0.702772
0.232541 -0.0221106 -0.680509 0.694509
0.251034 -0.0387709 -0.682135 0.685689
-0.249236 0.0445164 0.68534 -0.682794
-0.0295966 0.0128333 0.721577 -0.691582
-0.206927 -0.115139 0.730236 -0.640843
-0.258783 0.0880875 0.689181 -0.671045
-0.25847 0.0838014 0.688891 -0.672012
-0.280788 0.106689 0.688136 -0.660488
-0.281416 0.111686 0.690632 -0.656779
-0.293264 0.0954005 0.692254 -0.652441
-0.304006 0.108586 0.694659 -0.642836
0.0405237 0.0254067 0.754582 -0.654461
-0.398821 0.186427 0.784936 -0.435961
-0.307347 0.0398224 0.705371 -0.637498
-0.303578 0.0756557 0.714162 -0.62617
-0.132317 0.0982879 0.75089 -0.639528
-0.314834 0.0628564 0.71357 -0.622694
0.0577059 -0.00281031 0.781493 -0.621233
-0.3141 0.0841873 0.713107 -0.621073
0.139151 -0.0659733 -0.587061 0.79476
-0.333209 0.108518 0.710168 -0.61062
0.0351744 0.173099 0.788008 -0.589782
-0.337106 0.135062 0.710395 -0.602874
-0.334229 0.132487 0.716103 -0.598277
-0.334014 0.141927 0.716492 -0.59576
-0.345616 0.154916 0.712608 -0.590543
-0.336807 0.144046 0.714954 -0.595526
-0.344048 0.152576 0.710457 -0.594644
0.2142 0.0136845 0.767156 -0.604485
-0.330226 0.148226 0.711378 -0.60243
-0.321885 0.141534 0.710155 -0.609949
-0.00940985 0.0296147 0.72826 -0.684596
0.137961 0.00828611 0.758516 -0.63683
-0.255205 0.156628 0.715399 -0.631302
0.00912363 -0.0261496 0.749749 -0.661142
-0.201722 0.160627 0.717631 -0.646926
-0.192991 0.165369 0.71474 -0.651578
-0.149559 0.154301 0.720929 -0.658851
-0.159402 0.166696 0.715889 -0.659019
0.0348435 -0.143281 0.722907 -0.675028
-0.00971772 -0.00179089 -0.702159 0.711951
0.0412104 -0.167026 0.71356 -0.679144
0.0476985 -0.20091 0.703541 -0.679993
0.039094 -0.198495 0.697226 -0.687711
-0.0434836 0.236378 -0.682789 0.689952
-0.0389558 0.234212 -0.675827 0.697771
-0.0243791 0.249493 -0.664462 0.704023
-0.0158102 0.25213 -0.654652 0.712468
-0.00536436 0.247805 -0.646952 0.721122
-0.105179 -0.295879 -0.623391 0.716085
-0.00617704 0.271017 -0.628244 0.72926
-0.0107314 0.265857 -0.618357 0.739486
-0.0145228 0.251776 -0.61238 0.749259
-0.015254 -0.241443 -0.596329 0.765418
0.00901818 -0.0256134 -0.608939 0.792752
-0.0262464 0.229549 -0.583486 0.778564
-0.0290812 0.200366 -0.574793 0.792856
-0.243191 0.104655 0.794657 0.546283
-0.0259723 0.170553 -0.540687 0.823344
-0.0104656 0.130452 -0.519157 0.8446
0.052669 -0.0126632 -0.693302 0.718608
0.0698309 0.0715741 -0.469421 0.877294
0.0421516 -0.217204 -0.471668 0.853566
0.163969 0.067891 -0.410739 0.894315
0.24046 0.0362943 0.852846 0.462077
0.182001 0.0730286 -0.353027 0.91483
0.473033 0.0606189 -0.304743 0.824437
-0.0942244 0.0781444 -0.286986 0.950081
-0.271582 -0.0417831 -0.248762 0.928771
0.187072 0.0930312 -0.223914 0.951952
0.174954 0.0907313 -0.188471 0.962101
-0.0842468 -0.0189476 -0.151352 0.984701
-0.091282 0.00678482 -0.194821 0.976559
-0.20431 0.0189994 -0.132895 0.969657
-0.0678693 0.00334446 -0.0511637 0.996376
-0.0777806 0.0361448 -0.0201472 0.996111
-0.0212379 0.00132224 0.00706956 0.999749
-0.0646336 0.0210041 0.0359693 0.997039
-0.137668 -0.334173 0.0422098 0.931447
-0.01847 0.0569479 0.0899399 0.994146
0.549014 0.0266667 0.0155599 0.835242
0.401589 0.887222 -0.0835804 0.211135
0.0751444 0.135005 0.177667 0.971885
-0.689607 0.0181393 -0.0269369 0.723455
0.0645987 0.141092 0.233134 0.959984
0.0421631 0.12794 0.259113 0.956407
0.0562959 0.150383 0.282113 0.945848
0.239843 0.735955 0.264984 -0.575004
0.0858186 0.150896 0.314831 0.933138
0.167191 -0.110126 0.926466 -0.318718
0.0923658 0.149505 0.32861 0.927972
0.0800749 -0.125633 0.326264 0.933464
0.102716 0.141753 0.336546 0.925252
0.104974 0.15588 0.337953 0.922209
0.0971509 0.146644 0.338226 0.924479
0.0787049 -0.035273 0.934028 -0.346632
0.0128083 -0.00142524 0.2136 0.976836
0.0406885 0.0206631 0.326798 0.943992
0.120316 0.0242654 0.336627 0.933605
0.0443443 0.0256841 0.323695 0.944773
0.100417 0.132124 0.342606 0.924706
0.0933074 0.132903 0.333044 0.928823
0.029764 0.0607118 0.328291 0.942154
0.0188952 0.0539783 0.313713 0.947794
-0.00783132 0.0580541 0.296796 0.953142
0.112004 0.140584 0.273137 0.945033
-0.0400255 0.0203087 0.258527 0.964961
-0.0219464 0.0083497 0.235022 0.971706
0.00307776 -0.133998 0.205118 0.969516
0.225954 -0.0185382 0.828557 -0.511952
-0.0676424 -0.0277904 0.157815 0.984757
-0.0879172 -0.0230996 0.134176 0.986779
-0.0881238 -0.0363779 0.108986 0.989461
0.195022 0.0891875 0.0850715 0.973024
0.212569 0.0912103 0.0593739 0.971066
0.217842 0.0809803 0.0301953 0.97215
-0.132873 -0.0583354 -0.00412113 0.989406
0.261312 0.0957125 -0.0251324 0.960168
0.266225 0.084156 -0.0609095 0.958296
0.286074 0.0912607 -0.0885898 0.949729
0.287873 0.0794812 -0.12348 0.946343
0.0875681 0.0713282 -0.0405112 0.992775
0.318045 0.0837598 -0.189496 0.925161
-0.17977 -0.0872984 -0.238076 0.950464
0.114552 0.0180946 0.955653 0.270697
0.324302 0.0522488 -0.285732 0.900253
0.31962 0.0515032 -0.31697 0.891471
0.331048 0.0368026 -0.348021 0.876318
0.329158 0.0318304 -0.379082 0.864256
0.00844302 -0.152064 -0.447216 0.881365
0.320453 0.00429629 -0.446096 0.835637
-0.0317143 0.215607 0.80259 0.555299
-0.199507 -0.0295907 -0.531909 0.822432
-0.191292 -0.0321897 0.736562 -0.647957
0.296666 -0.0531926 -0.568566 0.765436
-0.200324 -0.0065848 -0.618789 0.759557
0.107242 0.0589702 -0.64815 0.751614
0.275553 -0.0550098 -0.64256 0.712854
-0.173036 -0.0870632 -0.690611 0.696803
0.0017557 -0.0172461 0.721249 -0.692459
-0.0659617 -0.0536113 -0.692895 0.716011
0.138715 -0.014276 0.759372 -0.635538
0.142221 -0.0353431 0.772679 -0.61765
-0.194086 0.0968367 0.774128 -0.59471
0.151256 0.0458762 0.803203 -0.574353
0.112706 -0.0480994 0.818112 -0.561851
-0.10213 0.0535901 0.827405 -0.549634
-0.116832 0.066347 0.83451 -0.534361
-0.121085 0.0806148 0.841545 -0.520232
-0.0164711 -0.0715082 0.85822 -0.508009
0.0141185 -0.133155 0.857748 -0.496325
-0.0232168 -0.078765 0.866805 -0.49184
0.0136538 -0.0744781 0.870383 -0.486519
0.0144184 -0.0854514 0.872702 -0.480501
-0.111029 0.104408 0.866285 -0.475732
0.00405595 -0.0666212 0.876813 -0.476177
0.0164988 -0.089697 0.876469 -0.472742
-0.0732688 0.114825 0.872643 -0.468979
-0.0122881 -0.0433948 0.880376 -0.472127
0.0213341 0.0780808 0.877932 -0.471894
-0.102192 0.143498 0.865415 -0.469066
-0.106696 0.1439 0.865709 -0.467393
-0.0522124 0.119559 0.875116 -0.465994
-0.0670875 0.12535 0.875899 -0.461072
-0.0582293 0.132462 0.875512 -0.461023
0.0313586 -0.149368 0.87818 -0.453327
-0.0559566 0.1517 0.875468 -0.455424
0.023549 -0.164146 0.877194 -0.450591
-0.04277 0.17141 0.874403 -0.451895
-0.0447192 0.184688 0.872186 -0.450756
-0.201212 0.118079 0.44115 0.866578
0.0255979 -0.160253 0.880623 -0.44516
0.015424 -0.172967 0.876681 -0.448637
0.0254166 -0.147866 0.881031 -0.448635
0.0287683 -0.151612 0.881039 -0.447165
0.0278875 -0.163577 0.879169 -0.446685
-0.0476963 0.177429 0.871404 -0.454861
0.030699 -0.140967 0.882772 -0.447102
0.0320127 -0.128919 0.887541 -0.441165
0.026864 -0.117628 0.889018 -0.441689
0.040096 -0.127212 0.88968 -0.436668
0.0392742 -0.130198 0.892283 -0.430507
-0.00983324 0.117571 0.894913 -0.430362
0.0398711 -0.106857 0.899172 -0.422471
0.0821974 0.0546522 0.89997 -0.424629
-0.0481614 0.131999 0.891151 -0.4314
-0.0276981 0.102998 0.900959 -0.420591
0.0408069 -0.015209 0.907293 -0.418238
0.0238651 0.0132997 0.91026 -0.413134
0.0146014 0.0378986 0.911874 -0.408457
0.0260092 -0.00839065 0.913932 -0.404945
-0.0754089 0.132553 0.903506 -0.400525
